,treat_logFC_target,treat_logFC_NCS
840,CATSPER2,4.37905593281002
841,CATSPER3,4.49984801190858
842,FAH,-4.5511838612513
843,ATG5,3.2720022464141603
844,NRG1,3.96083496594376
845,ACY1,3.12178944211365
846,GIT1,3.9364852935619505
847,PIGA,-4.25515442224337
848,ESRRG,3.3347138050302796
849,ESRRA,3.1417237280481602
850,ESRRB,2.71441175090367
851,OSR1,2.38618184516268
852,MRGPRF,-4.6182725613026605
853,CYP2A6,-2.67343246373423
854,POU5F2,2.54935615257248
855,ALDOC,2.7234251847954303
856,NOV,-2.4304132443464703
857,KCNK9,-2.9944787007664297
858,CASP6,2.78624335289154
859,CASP7,4.72891984733946
860,DRD4,3.27532704988391
861,DRD2,3.1295435022659
862,IMPA2,4.4502587497939805
863,HBP1,-3.67901362404153
864,EBP,3.62516997687557
865,RDH12,-3.1018980797771203
866,NDUFS7,-3.87469604012937
867,C1S,-3.10840736927906
868,ABCC5,2.56513714077695
869,HTR1A,3.31376877162826
870,COQ3,-4.04772644269498
871,SSX2,-3.65571972210639
872,SSX3,-4.0388737675298305
873,NPEPL1,5.27777313182001
874,PLK4,-2.6837290103397997
875,GLRX2,-4.14302633426919
876,DHCR7,3.2171379303655803
877,EPO,-3.4244952495248504
878,AKT2,2.7878893603279304
879,OAT,-2.8714091879902406
880,PI4K2B,-3.48681259524648
881,PMS1,3.8477059147136803
882,OGG1,2.98811923477821
883,MAFG,4.700901852553769
884,ETS2,2.6148468345707996
885,RXFP1,-3.5091930661414397
886,HIF1AN,4.46792319811747
887,RBPJ,3.38361272718889
888,LIPT1,2.61191355111563
889,INPP4B,-3.37352634930535
890,PDE7B,2.7550347364197405
891,PTP4A1,3.47147053712818
892,PTP4A3,-4.03956983319775
893,ARHGDIB,-3.80516404660809
894,MYC,-2.6372870329949
895,NNT,-3.38901936244055
896,NUDT6,3.01633106547094
897,DDIT3,3.36736909176188
898,FNTB,-2.6739048513082
899,SOD1,3.8573076596385096
900,KRT25,3.5149213031011097
901,RBP1,-3.8980317866918797
902,RBP3,-3.19914228567672
903,MYLIP,-2.56802089972473
904,CACNA2D3,2.44176971517656
905,CACNA2D1,-3.60624399413977
906,SERPINB5,-3.38168869359825
907,PCGF1,-4.7595586836662305
908,FDPS,2.7021706110012502
909,PCGF3,-3.5768688567653
910,BMP4,3.4489291135402995
911,PCGF5,3.5104587228987203
912,BMP2,-4.0040594958472004
913,MAGED1,-3.54884926079229
914,EIF4G1,-2.79662085624941
915,GSK3A,-2.99356996387181
916,ACSL4,-2.62678889847248
917,SLC2A6,4.22942286386574
918,MTA3,2.9894033083582596
919,RFX6,-3.5403100743512796
920,SCN3B,-3.96436442831831
921,NIT1,-3.1385649474101402
922,RASD1,-5.9744528751473
923,HLA-A,2.60541684083533
924,SLC7A5,-2.9574014883394404
925,PCMT1,2.5735737175532596
926,RFXANK,-3.5658186764926403
927,DEK,3.3798507947978997
928,BCHE,2.5991703204014702
929,ST13,2.5937959130242003
930,GPBAR1,2.97332782579822
931,CSDA,-2.43962140272488
932,MAPKAPK3,4.25812793729673
933,MED12L,2.84734970610022
934,NPC1,2.45937431865313
935,PIK3R4,3.01486172941186
936,HTR2A,2.90654714919052
937,NR5A2,3.3031583130750604
938,HTR2C,3.31506767087379
939,OXER1,2.67650275917286
940,SGPL1,2.9484687194181602
941,ARPC3,3.6376640132577003
942,ASIC2,-3.32993951895823
943,HIST1H2BD,4.85186459442411
944,HCAR1,-3.5632071549610496
945,NCOA1,3.9599231902837206
946,DAG1,2.90612358216271
947,POLR2C,3.9739647531675697
948,MTNR1B,-3.4214742006695302
949,ACO2,3.19775056692682
950,GATAD1,3.93440655811769
951,PBK,3.63536171419668
952,HIST1H2BK,3.5482065946435295
953,ETV5,-4.0043403939580395
954,LRRC18,2.9562221763557006
955,ABCG8,3.58239132860754
956,G6PD,2.41150350939933
957,G6PC,5.383189678768719
958,S100A4,3.5198988138445495
959,ASCC3,-4.5531201383503
960,STAM2,3.88343143401232
961,ACE,-2.54101740296446
962,EPHA7,-4.5660093887366
963,FOXR1,5.23150868415317
964,NFATC2,-3.12012170843604
965,POT1,-3.4043469650475098
966,MAPK14,2.64628700909226
967,RBKS,-3.05655559400823
968,MAPK10,4.06987756178168
969,MAPK11,3.26614058453587
970,MAPK12,3.22664380152633
971,ATP5L,-2.8419196996777703
972,IDE,-2.4337206164244702
973,QRSL1,3.4983042267360402
974,FZD1,3.02683629132362
975,FZD3,-3.58188716532066
976,FZD4,4.47171981748117
977,BTG1,-3.76394884376199
978,MPZL1,-3.81767134610268
979,GPR148,-2.8705495059557795
980,NME9,4.871614726781731
981,DUSP9,-2.54143990788986
982,NBN,2.8845967274697997
983,GTDC1,2.8137999162000495
984,PML,2.6128213895388903
985,DUSP7,-2.73070824586168
986,GBGT1,2.55678438582361
987,HHEX,2.4101358175280296
988,RBL2,-4.04245513479968
989,HMGA1,-2.6044484296417
990,CTRB2,-3.20344997931624
991,CHRNA6,3.9367053034280897
992,FER,-4.11370958966272
993,CHRNA3,-3.4541373971721696
994,MIXL1,-2.7445346755807103
995,PHLPP1,3.53673247368253
996,ADK,3.6568832954747905
997,CSNK1A1L,-4.01475145744689
998,FAAH,3.9279040949460096
999,ADH6,-3.6467420029601003
1000,ITFG1,3.01904944527751
1001,OVOL2,2.7488120640464198
1002,METTL4,3.12353242421973
1003,SREBF2,-3.1051884449752496
1004,PIAS3,-2.71200002548722
1005,PIAS1,3.8174577638930804
1006,PRKACA,3.77640941085056
1007,MORF4L1,2.43931818828779
1008,PIAS4,-3.6810230131811696
1009,KIF20A,-3.73573631527228
1010,RPS10,2.50419939512982
1011,RPS16,3.82342022433747
1012,RPS14,3.30869156385137
1013,CLEC16A,3.74891562451096
1014,CLTB,-3.44874839650155
1015,IL12B,-3.2452285336988997
1016,IL12A,-3.4339387649284303
1017,PDHA1,3.37090080357635
1018,ADAM15,5.20491344486395
1019,GPR55,-3.3463141092852204
1020,P2RX1,-2.8618870896399597
1021,ELF3,3.92420387240162
1022,GCLM,-3.10285423272795
1023,HCFC2,3.0529763499846
1024,HADHB,-2.63181639582254
1025,CRY1,-2.61580729225803
1026,KCNK2,2.6070075795337
1027,KCNK3,2.52654733703456
1028,BRPF3,5.8606021194890205
1029,GLI1,4.215898405931459
1030,MSX1,-2.78273334242016
1031,DGKA,-2.7238865882147203
1032,MTA1,3.03601982311446
1033,DGKD,-2.59173722469218
1034,HSD11B1,-2.70349111891073
1035,KCNJ12,3.04704012942924
1036,NR3C1,3.4494459977102
1037,KCNJ10,2.5759651408570097
1038,PGRMC1,-2.85145084780526
1039,PDIA4,4.412068954085821
1040,PTGIS,-2.60251027335665
1041,PLAT,5.02540099880631
1042,SDHA,2.3819125544108997
1043,SPIRE2,2.93657577390777
1044,MCOLN1,-3.5185057021142696
1045,FOXN3,-3.8714437244107502
1046,BBS9,2.69004932680154
1047,ACTN1,2.9213340759668
1048,RNF167,3.17106798141968
1049,RNF166,4.002271130902289
1050,HSPA14,3.4478845011806603
1051,SDHD,2.81565122365332
1052,GRIN2C,-2.46926565260395
1053,G3BP1,3.3787389728832204
1054,PRLHR,-3.3155693065677596
1055,PLA2G12B,-3.6879140864711406
1056,PTRF,4.2668416882372995
1057,FOLR1,3.2726665446073904
