"","Model","XKA"
"F11",-0.22133647078294,-0.228776163524629
"DHX33",0.309546433515905,-0.198377949103549
"SLA",0.999236808259456,-0.953955550788367
"FUT2",0.660635988958321,0.950579204129541
"HOPX",-0.488703176152494,0.252433518110563
"NUDT5",0.029889785873057,-0.221676173782795
"POLK",0.439680648764291,-0.229177622194219
"ACKR4",0.128985262400306,0.268609411880593
"SPAG17",0.633169394585341,-1.02151649021697
"PICALM",-0.540581859341944,0.174924388452397
"GALE",-0.0719944529575738,-0.467383237933955
"TFRC",-0.661263915677205,0.436670193159574
"SRCRB4D",0.519665048971263,-0.26178243760846
"CCNH",-0.177948548985063,0.141050725377604
"NDUFA6",-0.606001267323211,0.241390470562681
"FZR1",-0.112506393172683,0.236117315727984
"DRD4",-0.683878313911416,0.893204428972054
"CCT2",-0.197825152066261,0.162896748735908
"OSR2",0.798286486220267,-1.00358661957564
"IGSF5",0.484108986269288,-0.168796014739959
"ETFA",0.225079427698266,-0.172723724240192
"IL9R",0.963628393099795,-1.24696803487713
"C2orf72",-0.302542154078592,-0.212253029125536
"POLR2A",0.104413858410139,-0.254875938920162
"APOOL",0.211575989542988,-0.153040595745738
"CLCN2",0.240987362531237,0.340139298606542
"LRFN2",0.729992290304098,-0.936465767477191
"LMX1A",-0.107616623792794,1.07973495973701
"DAAM1",-0.437361872704664,0.224652600315567
"XPOT",0.307865670314492,0.169772153904087
"TMEM203",-0.18945921641213,0.334913824138111
"CASP8AP2",0.199847010231448,-0.343794665348807
"EMP2",-0.949752672646914,0.239310342864689
"RNF40",-0.617247095903208,0.281868271680609
"CAGE1",-0.717749667859609,1.8645540131071
"TMEM79",0.845345462565055,-0.395722538257688
"DNASE2B",-0.380668898169411,0.349825685302139
"ZIC3",-0.255860514521531,-1.40205079835539
"ADAMTSL1",-0.0219719961661563,-0.753978769923339
"DNAJB5",-0.231247744349991,0.441467735212991
"DDR1",-0.288497839587794,0.211517391732621
"ZNRF3",-0.520355790826075,0.232216520584852
"RAB44",-1.16193057472663,1.42082693431021
"ANKRD42",1.60199520736976,-0.973758344625991
"NUDT16L1",-0.0334032878957764,-0.224077389665068
"MCMBP",-0.161307741099834,0.150336203835845
"HTR1F",0.331585667162148,-0.729377550560312
"TRIM39",0.317180976419263,-0.208613380055013
"CCDC117",-0.499280562077694,0.263145148747203
"MAPKAPK5",-0.0801303031491695,0.161990860479726
"KRT36",-0.161539028658266,1.2972392937922
"ARID4A",-0.207324764163481,0.221683396618727
"ITPR1",0.535953101265156,0.263672563478296
"SULT2B1",1.18593909029352,-1.16461019241707
"ZNF280D",-0.563500523009553,0.315939813230157
"COG7",-1.11376458996656,0.17739896744592
"SLC25A18",0.345695450420536,-1.0336774076762
"LDLRAD3",-1.10486383685357,-0.403957027010875
"MTFMT",-0.0520785649673431,-0.192460450280165
"UCKL1",-0.0922563331218186,0.209419381928244
"PKP3",0.782723322878191,-0.443418896437009
"NAA11",-0.321026365440382,0.672423209978282
"SLC18B1",0.131118362181289,-0.342648308182006
"MARCH1",0.964746512827951,-0.42659166283473
"SELK",0.12007339897126,0.362402242514267
"RAB17",0.275077510841368,-0.269384675337363
"ZNF761",0.193451893422947,-0.163632208021608
"AKT3",0.379945676276237,-0.306765352173284
"UBR2",0.208123417551167,0.180656493688763
"ACADSB",0.357048022278018,-0.173545252054353
"CCDC89",0.0891249899873022,-0.566740620034058
"ZGLP1",0.896209947970517,0.434129585959424
"CRIP1",0.696674467334584,-0.380040012943986
"DDX11",0.4799730272307,-0.404163280158146
"C11orf54",0.591364853166005,-0.324831371651098
"SLC19A2",-0.177536421369252,-0.216421189153986
"UNC45B",1.15706956944345,0.408786972328488
"ADAMTS1",-0.334538081567465,0.37386116884739
"LIN9",0.449450542441475,-0.231377917357325
"MNS1",-1.15195487770678,1.42711741141733
"LMBR1",0.0243886426119019,0.247977178195409
"CFL1",0.346330048629803,-0.166845589990075
"MBD2",0.0605039309844201,-0.157405760063738
"SIX1",-1.27240486898986,1.41729246004518
"GPR85",0.0496811741152371,1.15001430146002
"C2orf82",-1.55021957915338,1.24509144719491
"LHX8",-0.52591114705043,1.7032511405673
"FIZ1",0.202717063646488,-0.191457276947047
"SLC27A1",-0.524891718854537,0.257301682795707
"ATXN10",-0.00683452916875374,-0.147666239185195
"WNT2B",-0.34259090202268,0.568446692464505
"PSMB11",-0.00801659228383177,0.463279302929353
"PHF21A",0.033663329655525,-0.398916952972102
"MCM5",0.531920964607805,-1.21589798861258
"POMP",0.350946899058112,-0.157769686405453
"CRISPLD1",-0.0929552722150708,1.51184929450678
"SNX29",-0.484192061741088,0.821440435179466
"SPECC1L",0.0148471642548081,-0.228904963898114
"TNFRSF25",-0.00765416915811901,-1.0635508976718
"RBBP8",0.541906442187983,-0.266384490208825
"SLC44A1",0.423052244421354,-0.227579501599058
"TRIM6-TRIM34",1.04479131703548,-0.515975715622041
"ZP2",0.384752380006452,-1.05559598192125
"HMGB4",-1.06906152238643,0.847772393367463
"MXD3",0.278587775305089,-0.376648126715036
"C10orf11",0.00546076896300865,-1.1835700860192
"BTNL9",-2.46549847241519,0.509609559898864
"SAA1",1.98731506592883,-0.703681254100528
"PTH",0.738403954863133,-0.867423592603802
"RANGAP1",0.511339736844531,-0.249353509507938
"GIMAP1",0.80229455237667,-0.35611872051763
"OLFM3",0.635026489859793,-0.379583871023968
"LOC646730",0.467922826434724,-1.16212115567948
"C5orf30",0.170387899556897,-0.285206041049211
"IFIT2",1.527024616826,-1.01629663021699
"H2AFX",0.309930532867818,-0.288662488773642
"NDUFB2",0.27888382173705,-0.139297152391498
"ASAP2",-0.063436491061917,-0.42404931660983
"RIIAD1",1.56629513167011,-1.02950386113064
"ZFP36L1",0.134745311956399,0.223111873888116
"SEPN1",1.81146623623518,-0.562230656644349
"TUBB3",-0.779190107864414,1.45567756420374
"CRY1",0.193528632620598,0.39750183235038
"YIPF6",0.372121014573792,-0.155990276567902
"ANXA4",0.465985158715877,-0.169445996543046
"ABCF3",-0.457963450836191,0.353753148494129
"EDN2",-0.180209433256948,-0.605105008454281
"RASGRP4",0.918903652207102,-0.605384917716166
"MIS18A",0.181746706542992,-0.336795462805013
"CLU",0.177289230025001,-0.128545949989678
"PDHA1",0.233621793491069,-0.175124018090865
"SCYL1",0.2667045483337,-0.216637917246208
"MYO16",-0.817645024267178,0.722648716513288
"PRKACA",0.0183571659390776,-0.18702108993689
"KIAA1456",-0.328418006409978,-0.617478056923103
"C11orf31",0.531978008388069,-0.240634510335025
"ZCCHC11",-0.225430702610076,0.199088806527339
"DNAH8",0.0391744557448926,-1.37766897728392
"FANCG",0.0561567670399712,0.789949085178598
"FAM126A",0.184634033876038,-0.374154174142487
"AMFR",-0.187260332427034,0.138563789956037
"ASCC1",-0.394219055581654,0.350713742274022
"ADRA1B",0.269485702482231,0.295215282885429
"SERTAD3",0.145385498718699,-0.219885479609767
"MREG",0.0704182852829785,-0.387723222988465
"TTC7A",0.135946379845386,0.297930429280093
"PINK1",-0.353629320341731,-0.177012377961016
"ZNF410",0.262847679166545,-0.174368569128807
"RPS25",-0.321404620296271,0.467352662395135
"RUNX1",0.690376446865084,-0.537811929982865
"BDH1",0.301428838718121,-0.196043000484895
"CCDC64B",-1.78688114341758,1.17201654060916
"TIGD2",0.109947045019297,-0.128314912108832
"PHTF2",0.35941947435135,0.173453920922763
"EPHA3",0.068226781588119,-0.399143135925592
"TMEM252",0.673143267719721,-0.89825715861944
"PRDM14",0.787378235092376,-1.11063673215994
"PANK3",-0.296534926361924,0.275937501251203
"C16orf13",0.285451995926792,-0.156128120094147
"RNF144B",-0.154245778566998,-0.23938458395843
"PHKB",0.446135425119028,-0.314821619583024
"SLC22A6",0.687777642767722,0.447883582840315
"MKNK1",0.561410382071808,0.291575678748738
"APOF",0.301886286803648,-0.241728367432783
"UMPS",-0.216497638895335,0.236764571616925
"LRFN1",-0.119369954917973,0.369658687145868
"PURB",-0.100028857645046,0.272008348363826
"SLC6A17",-0.0378374447139015,-0.70056564974588
"RAB8B",0.433738769997207,-0.299478638579782
"TRAF3",0.12363373045823,-0.35921980699225
"GBX2",0.323656691277136,-1.2717794583351
"EGLN3",-0.261427086994499,-0.24305712912179
"ZDBF2",0.736423831995932,-0.726055593847413
"SENP2",0.238736984030837,-0.212330027393312
"TNS4",0.34354176796872,-0.571141934564844
"EPHB2",-1.18295658205096,0.759660914620138
"CPE",-0.190629464759265,1.30281316805203
"POLDIP2",0.0472956612308552,0.12502259325624
"NEDD4L",-0.236129232878177,-0.52368711545592
"ATP2B2",-0.444808616228253,0.593268046032997
"PAIP1",-0.153652341515046,0.186607883201723
"LACC1",0.156774008010262,-0.279508398628845
"DIEXF",-0.322793840363151,0.199724391961057
"STXBP5L",-0.546005205672033,1.16596764722679
"TXNDC8",-1.14173293040605,1.41152404322326
"IKBKG",0.361333337978003,-0.27657087273696
"PIP5K1B",0.412825906717477,0.629862925992392
"BTN1A1",-0.747955125574026,0.828078320246716
"C17orf96",-0.771331036352258,1.01844639292438
"HIST2H2AA4",-0.120850720727109,-0.18847905618198
"PPP1R12A",-0.310203325357269,0.189095910433032
"FAHD1",-0.10710615990551,0.302654787513445
"TLR8",0.730818065156771,-0.946128134368723
"GLB1L2",-1.70620782176175,0.907499847335643
"C16orf78",0.29610008015723,-0.540656386868783
"RABIF",0.434457146374225,-0.205639015670096
"GLB1L",0.359406746044162,0.549449638078606
"FAM115A",-0.654645579817402,0.400325896803948
"VTI1A",0.220684254155668,0.254612835480257
"PEF1",-0.0370063406803469,-0.167943558709579
"GALK2",0.317880580374241,-0.2025067927255
"GTF2IRD1",0.0898038817162995,-0.357614074762198
"BAG6",-0.381007075488471,0.18836445095669
"ASL",-1.13002265645838,0.421097087086574
"NBEA",0.224115692491583,-0.37841574289611
"WAC",-0.381651013995957,0.196029670361371
"PEPD",0.51666781674231,-0.213605537428607
"TMEM87B",0.251035727668767,0.275459697253873
"NIPAL1",-4.60453403526762,1.36283102269345
"FAT2",-0.445146186075402,-0.698783851611402
"ANKRD63",0.448393042375732,0.908345296070416
"BYSL",0.180316985031864,-0.308680239866467
"RANGRF",0.055533391760384,0.207778099198428
"TM4SF20",2.34229216385941,-1.13838031660292
"PGM3",-0.0726726387528272,-0.548376505280228
"DOHH",0.037950811649791,-0.282480445967895
"RHOT1",-0.241693829133959,0.147156971598503
"JUP",0.0742435363387433,-0.302051502679713
"ZNF251",0.314842149171849,-1.33059544248519
"EDNRA",0.801720976784935,0.370360748961576
"ST6GALNAC3",0.272724447305521,-0.77305045973428
"DLGAP5",0.528915983776221,-1.06084995663943
"TCL1A",-0.66105778456463,1.16840435005054
"STAC",0.949905299106385,-0.698384949467902
"GATA6",0.201759092349764,0.279713567622141
"COL4A3BP",-0.258085161165879,0.274027602110796
"PTK7",0.161807520231523,-0.824251466014793
"TMEM117",0.644764522888627,-0.767363747586613
"DES",-1.19382827927789,0.943255819307332
"CYB5D2",0.249136848043043,-0.244258859647094
"NOSTRIN",-0.211090646952046,0.241951772602809
"CHST15",-0.495079386763405,0.229616203929014
"AP1S3",0.849902932650273,-1.27226526439852
"NUBP1",0.291063212456514,-0.286121593123382
"CDK5RAP3",0.281232146650605,-0.294434229725422
"RORA",-0.143729658084245,0.207373759778554
"LRRC4",1.48986953145382,-0.860587033229464
"OR2C1",0.0223964306359071,0.640332418023486
"GP1BA",-0.0347032652035501,0.396956235162634
"FCGR1A",0.338543830178971,-0.576869619295457
"APPL1",-0.216033539347317,-0.187723960290308
"ALG5",-0.0931712853475935,0.172118823925028
"SMAD6",0.338802534047071,-0.324004878220078
"DAP3",-0.459922613385442,-0.243947067008889
"MB21D2",0.9984100483265,-0.240977302353685
"IFIT1",0.110996438529004,0.78543202690257
"CDH4",0.213134627681107,-0.61691962363808
"TP53INP2",0.362907264438729,-0.270174310592526
"METTL10",-0.00760206347609408,0.220517162967391
"LEFTY1",-1.52191104175701,0.592452252384154
"C20orf27",0.6034152869878,-0.325031960228599
"ATXN3",-0.232625022726392,0.191005353735268
"DPP7",0.0763972712871416,-0.26569143834713
"PUM1",-0.436684249315193,0.266208996136185
"ZPBP2",0.453945105016603,-1.03932881740998
"NR5A1",-0.750801064011219,0.90086977432459
"ELAVL1",0.00334082789703775,-0.140067829819568
"MNT",-0.250312274497107,0.403818666269772
"TBC1D16",0.469197061525861,0.187586198993007
"PDSS1",0.184527568427409,-0.213955925107442
"H2AFY2",0.264507794407402,0.695548111054532
"COPE",0.36812902313078,-0.334446167549408
"MPEG1",0.889645090593159,-0.590235167505641
"PHEX",0.185006996275896,-1.35008607887598
"ITIH1",-6.52379363091646,1.50031841045984
"RAB39B",-0.731739505001633,-0.9183223312659
"SENP3",-0.0696279604819422,0.143833566370483
"PLCG2",0.0397461240537952,-0.278906800912765
"GRAMD4",-0.040473187008803,-0.379740157985397
"ABCE1",-0.3285261179579,-0.157815787433636
"REC8",-0.937372469262519,-0.903732769020227
"VSIG8",-0.763371878326153,1.33476885597231
"PELI1",-0.26139204232784,0.163396064479021
"CCND1",-0.162187675235563,-0.268783493280701
"INPP5E",0.128430412871614,-0.242659118161485
"RNH1",0.178316689795367,-0.230734769810737
"PLP1",-0.711823996659623,0.718032892090141
"TBX21",0.442522446485959,-1.02258124537532
"FAM49A",0.416384127173839,-0.539523865003349
"ARHGEF12",0.182780776545332,-0.206830118688871
"RALGAPB",0.175609384653686,-0.224150169493508
"GUCY1B3",-0.439529211141906,0.254888878595102
"YES1",0.0715988111448845,0.321509936942562
"DIS3L",0.204657610416912,-0.349228296487492
"CERK",0.487672913725547,-1.23937223644386
"FXYD6",2.44569226906744,-2.1768899577237
"EIF4E",0.0318600360811461,0.166883023390265
"VMAC",0.339305599279177,0.423826087232795
"HSPG2",-0.356585098246414,-0.624798077257998
"DCUN1D2",0.709506624046573,-0.215907064142401
"PARP6",0.277647907985791,-0.366881644460168
"PLAGL2",0.189374310312949,-0.310649985681246
"RPP30",0.00193470231897699,-0.182174900029022
"PDE8B",0.244405284606156,0.322727666116554
"WBSCR28",-0.704234924987434,1.21102164921809
"RGS12",0.683049675731347,-0.577083067325919
"C6orf62",0.123158893777108,0.214638447202943
"FBXL4",-0.249141297625393,0.241368384912878
"GABRA4",1.7008744548499,-0.638358002746782
"SLC22A1",0.458246099621237,-0.261908000305993
"ZP3",1.08147181437677,0.722802874516578
"F5",0.0221457389424732,0.166709431883012
"MAP2K6",-0.766875412241202,1.10005774235021
"B4GALT5",0.485418906891219,0.36612122755408
"FAM115C",-1.3128165651812,1.07203882197451
"PIK3C2G",0.23678544621037,-0.290464910801799
"ASTN1",0.315965272366613,-0.984465866198143
"GPR110",-1.95597770842332,-0.841743300402522
"DNAJA3",0.255979967377771,-0.20562689459851
"CHMP6",0.571153156893524,-0.219236479356589
"ERGIC2",0.0878688675864955,0.213001921111345
"CHUK",0.170521366525978,0.169910819713251
"PRKRIP1",0.0189402087006635,-0.200912443182194
"NUMA1",0.0638929886164873,-0.163139290971025
"NUDT21",-0.225076252479136,0.168608574125669
"SLC25A4",0.341420488450727,-0.27821676714318
"NUFIP2",-0.37562368483406,0.304841571333961
"CDPF1",-3.37549340998727,1.27802856077822
"CA12",-1.459599318552,1.17753685546746
"FNDC8",-0.136271752955311,-0.645196767243922
"HYPK",-0.132074075336522,0.529806295617511
"ENAM",-0.74348783498444,1.06283351387934
"ID4",0.315999380390205,-0.672329640971685
"ZNF407",-0.194304171119092,-0.234253710101169
"LRRC26",-1.13364358753765,1.07466504892956
"HYKK",-0.246095568995663,0.148757825663473
"MFN1",-0.289654977549749,0.134318198081756
"ARMCX4",0.936072538855598,-0.846073834210796
"RAB28",0.490777338080149,-0.161012092894636
"LEPR",-1.77788042620411,0.485879560092089
"SEMA4F",0.1838452619668,-0.994518992903033
"FGFR4",0.862765563501011,-0.302129114621696
"ESRRG",0.382153377038249,0.401270210638081
"CCDC174",0.0152948938119328,-0.299338569827021
"TM4SF4",0.786587008633256,-0.215294407665816
"RAB14",-0.410052222627579,0.258129288230355
"HINT3",-0.270224846177498,0.190848790933229
"LOC152586",0.974669731723016,-0.448145797928674
"CCT3",-0.120737279227025,-0.13404304245518
"ARG1",-0.185564384936455,0.141760856205941
"JAK1",-0.222577293235336,0.163797617367241
"RPS18",-0.101322738703975,0.128108791137112
"CACNA1E",1.94891054265452,0.366470154411056
"RNF6",0.261963997521825,0.174196944899104
"ARID3B",0.734999843290419,-0.475718726780058
"DUSP7",0.566356662058348,0.600110048477739
"CNOT10",-0.46251589157916,0.31768891326407
"CLCC1",-0.208450708507969,0.208669064292674
"ANKRD12",0.250166507208918,0.209525691145361
"HEY2",0.0375190845505892,0.983526051675674
"SORL1",2.16799832155299,-0.686157878043288
"OCIAD2",0.455193358602513,-0.224079501021323
"DPY19L3",1.24609075522075,0.194321838131382
"ALPI",0.567257260454262,-0.608367385448509
"HRASLS5",-0.360152598236672,1.13189177673195
"VSTM2L",-0.132685430792916,-0.883116039729171
"ELTD1",-0.251357994425324,0.338412772906434
"SLC16A6",0.893817567470576,-0.500398239612682
"ALPK1",-0.065672399325393,0.510803801890911
"RNGTT",0.305623659469009,0.241393694555161
"BAG3",-0.297367537835333,0.450592572624731
"TMEM107",0.348486516363398,0.267339123681348
"CCDC138",-0.0768977476360658,-0.428628228677039
"SLC25A22",-0.147679314362987,-0.223076697593616
"CSNK1G2",-0.247307175908044,0.279072203067813
"C3orf62",1.4040349318926,-1.6161717826012
"ZNF703",1.08020688224483,-0.813786155751084
"SREBF1",1.77925336827113,-0.306521700098932
"SLC1A1",-1.56867298200689,1.06379919735294
"DCSTAMP",0.677744794469586,-1.10826399747468
"ADORA2A",-0.74169998195051,0.925611206702807
"PCNX",0.556783902677739,-0.160653374398517
"AUP1",-0.475103391057022,0.14154537493161
"C15orf48",1.38381673603724,-0.924745440166272
"SELM",-0.438387138910247,-0.492191785734921
"TMEM43",0.928704978037798,-0.297266543204544
"TFF3",-0.779878802532193,0.583535257586164
"CHI3L1",1.40420283646031,-1.02352141650531
"LRPAP1",0.129691551313656,-0.134283809344604
"BPIFB1",0.0687618686015755,-0.331089078285841
"CXorf36",-0.012011292503799,-1.71115941843058
"SNX32",0.643214285095112,-0.843092111405055
"C4orf27",0.108232486474732,-0.292606687236302
"LTV1",-0.205466235802496,0.161718444343266
"CLDND1",0.0304090494522509,0.368019656031763
"SPEM1",-0.459987572218063,-0.61036994515284
"C9orf16",0.286663630329507,-0.384254417742598
"KIF3B",0.170578609292953,0.194526321522344
"NIPA1",1.86540941198986,-0.481846514907119
"SEC16A",0.0327207368749895,-0.165964485629756
"KCNG2",-0.21629111093507,0.799966170963476
"HRH3",0.525957941872569,0.313542716620213
"UBL3",-0.0666153318506742,0.198634526787308
"ADCY1",-0.0496199132883724,-0.512174783813626
"FAM170B",0.448660942310995,0.537401447988523
"C8B",-0.975536077030356,0.308158593027981
"CYP1A1",0.202929626837195,0.344685710118909
"TRAF3IP2",-0.012993348523612,-0.389930821560066
"APLP2",0.0557313295828585,-0.169576035985886
"PARP14",0.667182316058888,-0.532789881316351
"POLR1D",-0.00549684763786702,0.165307426532414
"CTSB",0.254315220395853,-0.209755022408212
"NPHP1",0.515315959583492,-0.351928831550885
"DCAF17",-0.698511974729557,-0.272258983987312
"PDYN",-0.574420714182243,0.975235074866464
"SCLY",0.419747764490178,-0.292595169677574
"TMEM259",0.231946588625047,-0.173565473258212
"LZTR1",0.498416891250667,-0.206471771272991
"NDUFB6",0.143636971998646,-0.168460789634967
"CLUH",-0.373361525829997,-0.155761293095487
"CELSR1",0.926926757193007,-0.544533735081024
"UBE2L6",0.310815627813582,-0.270766882846063
"TPRG1",1.02919882339335,-1.38196880728602
"MYOD1",-0.663961357532887,0.605015193589594
"FAM196B",0.491258363589228,-1.73914355445391
"VEGFC",1.11422913746978,-0.287693297210917
"TMEM136",0.291536563466895,-0.492583734369269
"ZNF513",0.00664622089989157,0.242369485715468
"GINS1",0.558768743679629,-0.264758168941538
"C8orf37",0.662643276856571,-0.239697681543037
"RNF112",-1.18727267438151,0.687452994326259
"ACE2",-0.620126185020038,0.7860595095433
"ANXA3",-0.132618727641563,-0.243736484036294
"KIRREL3",0.0971841613519605,0.61883192734029
"NRM",-0.66381371175391,0.866590396817454
"FAM98A",0.0869579922139405,-0.207433786904705
"RNF38",0.077641198623555,0.247489573684101
"ESR2",1.13231451760428,-0.734159280916415
"UEVLD",-0.157374607002779,-0.260858277548193
"COG6",0.324225971946474,-0.205785356870283
"ADAMTS12",-0.026573998418567,-1.20271406979541
"ZCCHC8",-0.366362074176102,0.223009253075931
"TRIML1",-0.476868718270444,0.994742073445412
"CAND2",0.334847397914685,0.766833802997304
"NAA30",0.246781146550913,-0.138408240420136
"EPCAM",0.413852016989349,-0.436089947118823
"DSTYK",0.120847661987754,-0.159501281196026
"PKLR",0.799940311563902,-0.370012463604458
"RWDD2B",-0.190581262325776,-0.209705334850139
"SGK494",1.41207201593621,-1.07076580645553
"PDGFRB",-0.147722245760447,-0.407550286416592
"BCDIN3D",0.37616826134554,0.541446398374172
"IGSF23",0.0531185232861084,0.593459960264912
"FAM83E",-0.0986572068015943,0.453043344262405
"MTRF1L",-0.225054789670305,0.33011774798078
"MYBL2",0.151419627871569,-0.424022054885304
"GTF2F2",-0.109441188167205,0.231546574828164
"PPM1F",0.415925425608066,-0.228171256996308
"ASB12",-1.94371224860039,1.74069000469341
"HES6",0.0695560425593566,0.236195105664961
"BTLA",0.121547620121724,-0.252643135493964
"RGS9",0.0278921545505888,-0.349837244842905
"IPO9",0.120880878973773,-0.176305696370211
"HAUS6",0.0984542616683446,-0.279262499247458
"ARHGAP20",-1.01985675879743,1.33407889788544
"R3HDM4",0.0741481394018027,-0.19879313924522
"C11orf57",-0.331110854256643,0.298308171549123
"SFPQ",-0.21721641587333,0.307383522861747
"SLC41A3",-0.699472074230486,0.659881698060767
"EFCAB7",0.966795161920123,-0.633249598158844
"GRIN3A",1.66053650163182,-0.945451685311482
"TNIP1",0.995188258566267,-0.25501922865477
"HDDC2",0.196178901356925,-0.207752255626987
"KCNK4",0.782773509227479,-0.636007964261519
"TMEM175",0.431149270516868,-0.330234291088812
"IFNGR2",0.0842206510436652,-0.41732086384162
"STIL",0.0155823102725393,-0.818401539302221
"RFK",0.165800283144773,-0.146909769450009
"GALC",-1.6936571394523,0.818814837643074
"GRHL2",-0.991746198643725,-0.800128816018919
"NUDT4",-0.100474386423004,-0.133244752573322
"CD72",-0.161422034685555,-0.972047665404121
"UBE2D1",0.917603841549543,-0.319583112311702
"UBE2D3",-0.00604234065021086,0.239547556971449
"BCAR1",-0.269983944481394,-0.22045725571863
"ZDHHC23",0.093575969515853,-0.92315057468266
"SRSF6",-0.0608100397986214,-0.210156927632217
"CAPZB",-0.0717562426460081,-0.226779619867149
"LMNB2",0.0711803135547935,1.29195331102788
"STEAP2",-1.27503925362986,0.361136386149016
"FAM149B1",0.902077474070992,-0.305846162539419
"NFIA",-0.0555523641946401,0.135095685728361
"H6PD",0.338047580512189,-0.276586273501533
"IRAK1",0.217663165892674,-0.197560485938414
"KIAA0586",0.30008772101293,-0.911618606070058
"FOXD1",-1.33091370952622,1.42738197371373
"KLF14",0.00540509830956125,0.491465051822495
"HCN2",0.0722715824771399,-0.745502540774555
"TMEM37",0.159481110968093,0.174573007940164
"TG",0.123667207602671,0.893083165967012
"AQP7",0.19795662213745,-1.09417584712926
"OXCT1",0.35587693802478,-0.391311445776914
"CAMK2G",0.0285617663945735,-0.438363859795893
"MPPED2",0.689569118626829,-0.834957481591299
"EPSTI1",0.599253556032288,-0.529113645419659
"CLIP2",-0.975184100341541,0.900287770495771
"NIPAL2",0.638313094184207,-0.706356646217845
"BRD1",-0.122930947522228,0.207084864345672
"ARHGAP5",-0.792454845260283,0.374108226008032
"CLPS",-0.437291407225105,0.941546057722031
"IDO1",-1.43990383545522,0.992093818611134
"SDCCAG8",-0.420896532296317,0.221291648140139
"KCNN4",-0.634372279845905,0.558991790483088
"LRRC36",-1.0013464984782,1.17334418433462
"HACE1",0.138097208474381,-0.392246553569804
"ATXN7L1",-0.222268580686201,-0.227874053626246
"MAP3K5",-0.0853607263121647,0.228267839298326
"GEMIN2",0.153669855989866,0.160536701275918
"FAM19A2",0.0742138158605522,-1.5480629472418
"SH3D19",-0.543628270682471,0.196159576038028
"MRPS15",-0.0171776410920173,-0.152514385573805
"GLT8D1",0.285982155227847,0.297431347932461
"MEIG1",-1.1118924590852,0.709613641422019
"PSAPL1",0.0450802348256895,0.573322975462414
"MEIOB",1.38417822541126,0.205641108326025
"CLEC6A",0.178402114616804,-0.411892168041076
"TET1",0.792596534552588,-0.913264308695907
"TMEM182",0.214053468453185,-0.547029461004785
"POLR3A",-0.194737760740622,0.148130072662092
"HOOK1",0.0321333008652015,0.191674994971334
"HNRNPUL2",-0.0139716447399024,-0.146187742235316
"SPINK4",0.441472723493656,-0.9931662653296
"FAM124B",0.61506801272586,-0.564570040324825
"RRP36",0.296600750534059,-0.165553007132433
"SMC2",0.755199036359401,-0.287114026754125
"TSTD1",-0.602151351020155,0.199794942482778
"RASGEF1B",0.143631927803578,0.277024551647392
"GPR101",-1.4880101246865,2.00217879310245
"MAGEB1",-1.95694628005753,1.54252901508088
"SRPX",0.779006239624622,-0.964271672629654
"ILDR2",-0.179564570123797,0.440789138546152
"RYR3",0.0901994249105074,-1.07225526454087
"CEP68",-0.310196929392469,0.310375471268788
"CENPM",0.0416625308959767,-0.750899235664296
"LYPD1",-0.51157370459195,0.494308914010212
"SHROOM2",-0.149992197516641,-0.170158242070257
"MICAL1",1.04261362700841,-1.04922119748103
"CENPP",0.741791513968673,-0.438507816026389
"PTCHD2",-0.707227667475019,0.97025643076115
"CUL9",0.449796566925786,-0.370526299805968
"LEO1",-0.369056003708932,-0.487516926793498
"OR52A1",-0.316282550548115,-1.07704808609661
"PPP5C",-0.22733104573223,0.244122913846953
"TBX22",-0.933303510631172,1.56536649250198
"LYNX1",0.326715500498168,-0.26693438779436
"USP38",0.815592442471161,0.215832850745205
"C5orf51",0.163204104155943,0.208375225588195
"TTC36",-0.545394310475203,0.22529088594216
"EXOSC6",0.0874430573309085,-0.467392302275717
"KLHL8",0.587924617011712,-0.47802442519896
"FAM154A",-0.317571905610537,0.772935577377762
"SERP1",0.507945757298757,-0.301176218733142
"ULBP1",0.0827228628068044,1.37008034144143
"MBTPS1",0.479765681521375,-0.161088910570055
"SNCG",-0.492599556649278,-1.26324327733463
"TIAL1",-0.530195399990526,0.128560139281457
"FAM185A",0.539193044639265,-0.325702722833448
"ZNF248",0.252251780338139,-1.07594865843838
"TRAPPC13",0.159765919244439,-0.159033655969089
"AKAP8",-0.43745045982544,0.314290112753402
"SLIT3",0.962515057738513,-0.850589715181763
"FMO4",0.19537334807774,0.353790676166765
"GNG2",1.11858785989491,-0.320966611534162
"REEP5",1.20126868893428,-0.299313732272922
"UAP1L1",0.753672056665205,-0.355975815582678
"ST8SIA3",0.685911363612782,-0.998342130995301
"ECSIT",-0.11543380680182,0.140190528842837
"NMNAT1",0.192663432886793,0.189601416322171
"TENM1",-0.138380912987409,0.792632866419795
"CCNG1",0.912462593985386,-0.323504281771098
"ART1",-0.0207950066771885,0.411733171550017
"IRAK2",0.018141151757608,-0.237124249213116
"ABCF1",-0.0116275653994727,0.124093424343892
"KSR1",-0.521032844058542,0.395570507671683
"KLHDC4",-0.00875501531661186,-0.176671779506372
"CCT4",-0.290594557768901,0.172993616938289
"LRIF1",0.215173444139626,0.160873441150318
"PLEK",0.512343922841147,-0.544648973197412
"ART5",0.356690024798784,-0.628342891001078
"ZNF385B",-0.0774281403338987,0.314440926467035
"CMTM6",-0.632888945729794,-0.248257049564216
